Code,Year,"Health insurance coverage (ILO, 2014)",BCG (% of one-year-olds immunized),HepB3 (% of one-year-olds immunized),Hib3 (% of one-year-olds immunized),MCV1 (% of one-year-olds immunized),PCV3 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),RCV1 (% of one-year-olds immunized),RotaC (% of one-year-olds immunized),YFV (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized),Entity,Estimated maternal deaths,Under-five mortality rate - Total - Deaths per 100 live births,Births attended by skilled health staff (% of total),Deaths - Sex: all - Age: 0 - Variant: estimates,Under-fifteen mortality rate,Region,Age_in_Months_Days_Years,Cause of Death,FactValueNumeric,Value
KEN,2009,39.4,99.0,88.0,88.0,88.0,,89.0,95.0,,1.0,88.0,Kenya,6850.5244,5.5168743,43.8,60770.0,6.5154243,Africa,0-4 years,Birth asphyxia and birth trauma,0.14,0.1
KEN,2009,39.4,99.0,88.0,88.0,88.0,,89.0,95.0,,1.0,88.0,Kenya,6850.5244,5.5168743,43.8,60770.0,6.5154243,Africa,0-4 years,Sepsis and other infectious conditions of the newborn,0.063,0.1
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-4 years,Other noncommunicable diseases,0.11,0.1
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-4 years,Injuries,0.056,0.1
KEN,2009,39.4,99.0,88.0,88.0,88.0,,89.0,95.0,,1.0,88.0,Kenya,6850.5244,5.5168743,43.8,60770.0,6.5154243,Africa,0-4 years,Injuries,0.06,0.1
KEN,2009,39.4,99.0,88.0,88.0,88.0,,89.0,95.0,,1.0,88.0,Kenya,6850.5244,5.5168743,43.8,60770.0,6.5154243,Africa,0-4 years,HIV/AIDS,0.086,0.1
KEN,2009,39.4,99.0,88.0,88.0,88.0,,89.0,95.0,,1.0,88.0,Kenya,6850.5244,5.5168743,43.8,60770.0,6.5154243,Africa,0-27 days,Measles,0.0,0.0
KEN,2009,39.4,99.0,88.0,88.0,88.0,,89.0,95.0,,1.0,88.0,Kenya,6850.5244,5.5168743,43.8,60770.0,6.5154243,Africa,0-27 days,Meningitis/encephalitis,0.022,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,1-59 months,Malaria,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-4 years,Birth asphyxia and birth trauma,0.049,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-27 days,Tetanus,0.0,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-27 days,Measles,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-4 years,Diarrhoeal diseases,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-4 years,Tetanus,0.0,0.0
ARM,2009,100.0,99.0,93.0,94.0,96.0,,94.0,96.0,,,93.0,Armenia,14.361759,1.9532334,100.0,758.0,2.149511,Europe,0-27 days,Tetanus,0.0,0.0
ARM,2009,100.0,99.0,93.0,94.0,96.0,,94.0,96.0,,,93.0,Armenia,14.361759,1.9532334,100.0,758.0,2.149511,Europe,0-27 days,Measles,0.0,0.0
ARM,2009,100.0,99.0,93.0,94.0,96.0,,94.0,96.0,,,93.0,Armenia,14.361759,1.9532334,100.0,758.0,2.149511,Europe,0-27 days,Meningitis/encephalitis,0.0005,0.0
ARM,2009,100.0,99.0,93.0,94.0,96.0,,94.0,96.0,,,93.0,Armenia,14.361759,1.9532334,100.0,758.0,2.149511,Europe,0-27 days,Malaria,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,1-59 months,"Other communicable, perinatal and nutritional conditions",0.0,0.0
KEN,2009,39.4,99.0,88.0,88.0,88.0,,89.0,95.0,,1.0,88.0,Kenya,6850.5244,5.5168743,43.8,60770.0,6.5154243,Africa,0-27 days,Diarrhoeal diseases,0.004,0.0
KEN,2009,39.4,99.0,88.0,88.0,88.0,,89.0,95.0,,1.0,88.0,Kenya,6850.5244,5.5168743,43.8,60770.0,6.5154243,Africa,0-27 days,Tetanus,0.01,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-27 days,HIV/AIDS,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-27 days,Diarrhoeal diseases,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-27 days,Tetanus,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-27 days,Measles,0.0,0.0
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,0-27 days,Birth asphyxia and birth trauma,0.15,0.2
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,0-27 days,Congenital anomalies,0.22,0.2
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-4 years,Malaria,0.0,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-27 days,Birth asphyxia and birth trauma,0.077,0.1
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,1-59 months,Prematurity,0.079,0.1
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,1-59 months,Meningitis/encephalitis,0.064,0.1
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,1-59 months,Acute lower respiratory infections,0.051,0.1
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-4 years,"Other communicable, perinatal and nutritional conditions",0.11,0.1
CRI,2009,100.0,91.0,87.0,87.0,81.0,48.0,80.0,81.0,,,86.0,Costa Rica,19.746044,1.0738909,99.1,678.0,1.2770226,Americas,1-59 months,Congenital anomalies,0.39,0.4
CRI,2009,100.0,91.0,87.0,87.0,81.0,48.0,80.0,81.0,,,86.0,Costa Rica,19.746044,1.0738909,99.1,678.0,1.2770226,Americas,0-4 years,Congenital anomalies,0.41,0.4
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-27 days,Other noncommunicable diseases,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-27 days,Injuries,0.005,0.0
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,1-59 months,Congenital anomalies,0.22,0.2
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,1-59 months,Other noncommunicable diseases,0.15,0.2
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,0-4 years,Birth asphyxia and birth trauma,0.076,0.1
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,0-4 years,"Other communicable, perinatal and nutritional conditions",0.084,0.1
ARM,2009,100.0,99.0,93.0,94.0,96.0,,94.0,96.0,,,93.0,Armenia,14.361759,1.9532334,100.0,758.0,2.149511,Europe,0-27 days,Other noncommunicable diseases,0.003,0.0
ARM,2009,100.0,99.0,93.0,94.0,96.0,,94.0,96.0,,,93.0,Armenia,14.361759,1.9532334,100.0,758.0,2.149511,Europe,0-27 days,Injuries,0.013,0.0
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,0-4 years,Other noncommunicable diseases,0.084,0.1
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,0-4 years,Injuries,0.072,0.1
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-4 years,Diarrhoeal diseases,0.014,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-4 years,Tetanus,0.0,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-4 years,Measles,0.0,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-4 years,Meningitis/encephalitis,0.014,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-4 years,Acute lower respiratory infections,0.096,0.1
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,1-59 months,Other noncommunicable diseases,0.23,0.2
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,1-59 months,Acute lower respiratory infections,0.18,0.2
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-27 days,Congenital anomalies,0.28,0.3
ZWE,2009,1.0,90.0,73.0,73.0,76.0,,69.0,95.0,,,73.0,Zimbabwe,3141.7737,9.022324,60.2,28041.0,10.439614,Africa,1-59 months,Malaria,0.028,0.0
ZWE,2009,1.0,90.0,73.0,73.0,76.0,,69.0,95.0,,,73.0,Zimbabwe,3141.7737,9.022324,60.2,28041.0,10.439614,Africa,0-4 years,Sepsis and other infectious conditions of the newborn,0.048,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-27 days,HIV/AIDS,0.0004,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-27 days,Diarrhoeal diseases,0.0,0.0
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,0-27 days,Tetanus,0.012,0.0
SLV,2009,21.6,99.0,91.0,91.0,91.0,,91.0,91.0,62.0,,91.0,El Salvador,42.617443,2.0174332,97.5,2037.0,2.372119,Americas,0-27 days,Measles,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-4 years,Measles,0.0,0.0
HRV,2009,97.0,99.0,97.0,96.0,95.0,,96.0,95.0,,,96.0,Croatia,4.1425395,0.56602275,99.9,213.0,0.68874925,Europe,0-4 years,Meningitis/encephalitis,0.022,0.0
ARM,2009,100.0,99.0,93.0,94.0,96.0,,94.0,96.0,,,93.0,Armenia,14.361759,1.9532334,100.0,758.0,2.149511,Europe,0-27 days,HIV/AIDS,0.0,0.0
ARM,2009,100.0,99.0,93.0,94.0,96.0,,94.0,96.0,,,93.0,Armenia,14.361759,1.9532334,100.0,758.0,2.149511,Europe,0-27 days,Diarrhoeal diseases,0.0,0.0
ZWE,2009,1.0,90.0,73.0,73.0,76.0,,69.0,95.0,,,73.0,Zimbabwe,3141.7737,9.022324,60.2,28041.0,10.439614,Africa,0-27 days,Injuries,0.008,0.0
ZWE,2009,1.0,90.0,73.0,73.0,76.0,,69.0,95.0,,,73.0,Zimbabwe,3141.7737,9.022324,60.2,28041.0,10.439614,Africa,0-27 days,HIV/AIDS,0.004,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,1-59 months,Tetanus,0.0,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,1-59 months,Measles,0.0,0.0
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,1-59 months,Congenital anomalies,0.28,0.3
ARG,2009,96.8,99.0,94.0,94.0,96.0,,97.0,96.0,,8.0,94.0,Argentina,410.5084,1.4964536,97.9,10174.0,1.7574325,Americas,0-4 years,Prematurity,0.26,0.3
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-4 years,Diarrhoeal diseases,0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,1-59 months,Measles,0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,1-59 months,Tetanus,0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,1-59 months,Diarrhoeal diseases,0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,1-59 months,HIV/AIDS,0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,1-59 months,"Other communicable, perinatal and nutritional conditions",0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-4 years,Acute lower respiratory infections,0.038,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-4 years,Malaria,0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-4 years,Meningitis/encephalitis,0.002,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-4 years,Measles,0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-4 years,Tetanus,0.0,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-27 days,Tetanus,0.0,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,Injuries,0.019,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,Other noncommunicable diseases,0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,1-59 months,Meningitis/encephalitis,0.005,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-27 days,Other noncommunicable diseases,0.0,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-27 days,"Other communicable, perinatal and nutritional conditions",0.0,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-27 days,Sepsis and other infectious conditions of the newborn,0.026,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,1-59 months,Diarrhoeal diseases,0.02,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,1-59 months,HIV/AIDS,0.0,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-4 years,Injuries,0.066,0.1
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,1-59 months,Prematurity,0.12,0.1
DEU,2010,100.0,98.0,88.0,93.0,97.0,85.0,94.0,97.0,,,96.0,Germany,41.59529,0.41774482,96.8,2366.0,0.50787413,Europe,0-27 days,Measles,0.0,0.0
DEU,2010,100.0,98.0,88.0,93.0,97.0,85.0,94.0,97.0,,,96.0,Germany,41.59529,0.41774482,96.8,2366.0,0.50787413,Europe,1-59 months,Injuries,0.12,0.1
DEU,2010,100.0,98.0,88.0,93.0,97.0,85.0,94.0,97.0,,,96.0,Germany,41.59529,0.41774482,96.8,2366.0,0.50787413,Europe,0-27 days,"Other communicable, perinatal and nutritional conditions",0.13,0.1
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-4 years,"Other communicable, perinatal and nutritional conditions",0.015,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,Congenital anomalies,0.33,0.3
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,1-59 months,Acute lower respiratory infections,0.15,0.2
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-27 days,Diarrhoeal diseases,0.0,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-27 days,HIV/AIDS,0.0,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,1-59 months,Other noncommunicable diseases,0.22,0.2
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-4 years,Acute lower respiratory infections,0.085,0.1
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,Acute lower respiratory infections,0.014,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-4 years,Birth asphyxia and birth trauma,0.063,0.1
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,HIV/AIDS,0.0,0.0
COD,2010,10.0,83.0,60.0,60.0,66.0,,68.0,95.0,,60.0,60.0,Democratic Republic of Congo,17785.309,11.368712,74.1,215929.0,13.606172,Africa,1-59 months,Malaria,0.27,0.3
COD,2010,10.0,83.0,60.0,60.0,66.0,,68.0,95.0,,60.0,60.0,Democratic Republic of Congo,17785.309,11.368712,74.1,215929.0,13.606172,Africa,0-27 days,Birth asphyxia and birth trauma,0.3,0.3
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,"Other communicable, perinatal and nutritional conditions",0.024,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,Sepsis and other infectious conditions of the newborn,0.019,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,1-59 months,Other noncommunicable diseases,0.39,0.4
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-27 days,Congenital anomalies,0.44,0.4
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,1-59 months,"Other communicable, perinatal and nutritional conditions",0.006,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-4 years,Birth asphyxia and birth trauma,0.046,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,1-59 months,Injuries,0.07,0.1
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-27 days,Injuries,0.0,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,1-59 months,Congenital anomalies,0.26,0.3
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-4 years,Other noncommunicable diseases,0.23,0.2
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,Malaria,0.0,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,Meningitis/encephalitis,0.0,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,Measles,0.0,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-27 days,Tetanus,0.0,0.0
SVK,2010,94.8,98.0,99.0,99.0,98.0,99.0,99.0,98.0,,,99.0,Slovakia,3.1045892,0.6887812,99.21,344.0,0.8525912,Europe,0-4 years,Prematurity,0.31,0.3
TJK,2010,0.3,98.0,93.0,93.0,94.0,,95.0,94.0,,,93.0,Tajikistan,75.55526,4.2870817,87.7,8623.0,4.5483036,Europe,1-59 months,"Other communicable, perinatal and nutritional conditions",0.15,0.1
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,1-59 months,Acute lower respiratory infections,0.12,0.1
COD,2010,10.0,83.0,60.0,60.0,66.0,,68.0,95.0,,60.0,60.0,Democratic Republic of Congo,17785.309,11.368712,74.1,215929.0,13.606172,Africa,0-4 years,Malaria,0.19,0.2
COD,2010,10.0,83.0,60.0,60.0,66.0,,68.0,95.0,,60.0,60.0,Democratic Republic of Congo,17785.309,11.368712,74.1,215929.0,13.606172,Africa,1-59 months,Acute lower respiratory infections,0.18,0.2
COD,2010,10.0,83.0,60.0,60.0,66.0,,68.0,95.0,,60.0,60.0,Democratic Republic of Congo,17785.309,11.368712,74.1,215929.0,13.606172,Africa,0-27 days,Sepsis and other infectious conditions of the newborn,0.15,0.2
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-4 years,Meningitis/encephalitis,0.0,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-4 years,Measles,0.0,0.0
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-4 years,Tetanus,0.0,0.0
